Species Latin Name,Common Name,Address,Comments,Planting season,Planting year ,tree caretaker,nursery,replacement tree,city,Tree amount,Unnamed: 11,latitude,longitude
ficus carica 'black jack',fig bush 'black jack',1177 Moro St,One tree Planted ,Fall,2021,Tracey Powell,Hopewell Nursery,,Camden,2,7gal container,39.94841,-75.10201
vaccinum corymbosum 'bluecrop',blueberry bushes 'bluecrop',1177 Moro St,One tree Planted ,Fall,2021,Tracey Powell,Hopewell Nursery,,Camden,5,1gal pots,39.94841,-75.10201
pear 4-way combo 'asian',asian pear,1177 Moro St,One tree Planted ,Fall,2021,Tracey Powell,Hopewell Nursery,,Camden,2,7gal container,39.94841,-75.10201
plum 3-way combo,plum tree,1177 Moro St,One tree Planted ,Fall,2021,Tracey Powell,Hopewell Nursery,,Camden,2,7gal container,39.94841,-75.10201
peach x bonfire,peach 'bonfire',1177 Moro St,One tree Planted ,Fall,2021,Tracey Powell,Hopewell Nursery,,Camden,2,7gal container,39.94841,-75.10201
cherry 4-way combo 'fruit cocktail',cherry 'fruit cocktail',1177 Moro St,One tree Planted ,Fall,2021,Tracey Powell,Hopewell Nursery,,Camden,2,10gal container,39.94841,-75.10201
rubus 'columbia star',raspberry 'columbia star',616 Newton Ave,One tree Planted ,Fall,2021,Sheila Roberts,Hopewell Nursery,,Camden,5,1gal pots,39.93708,-75.11502
vaccinum corymbosum 'bluecrop',blueberry bushes 'bluecrop',616 Newton Ave,One tree Planted ,Fall,2021,Sheila Roberts,Hopewell Nursery,,Camden,2,1gal pots,39.93708,-75.11502
cherry 4-way combo 'fruit cocktail',cherry 'fruit cocktail',616 Newton Ave,One tree Planted ,Fall,2021,Sheila Roberts,Hopewell Nursery,,Camden,1,7gal container,39.93708,-75.11502
peach x bonfire,peach 'bonfire',616 Newton Ave,One tree Planted ,Fall,2021,Sheila Roberts,Hopewell Nursery,,Camden,1,7gal container,39.93708,-75.11502
cherry 4-way combo 'fruit cocktail',cherry 'fruit cocktail',835 N 6th St,One tree Planted ,Fall,2021,Brandi Johnson,Hopewell Nursery,,Camden,1,10gal container,39.95328,-75.1171
vaccinum corymbosum 'bluecrop',blueberry bushes 'bluecrop',835 N 6th St,One tree Planted ,Fall,2021,Brandi Johnson,Hopewell Nursery,,Camden,2,1gal pots,39.95328,-75.1171
vaccinum corymbosum 'bluecrop',blueberry bushes 'bluecrop',800 Erie St ,One tree Planted ,Fall,2021,Jackie Santiago,Hopewell Nursery,,Camden,2,1gal pots,39.95379,-75.11333
cherry 4-way combo 'fruit cocktail',cherry 'fruit cocktail',800 Erie St,One tree Planted ,Fall,2021,Jackie Santiago,Hopewell Nursery,,Camden,1,10gal container,39.95379,-75.11333
apple 4-way combo,apple fruit tree,800 Erie St,One tree Planted ,Fall,2021,Jackie Santiago,Hopewell Nursery,,Camden,1,10gal container,39.95379,-75.11333
apricot x 'puget gold',apricot 'puget gold',800 Erie St,One tree Planted ,Fall,2021,Jackie Santiago,Hopewell Nursery,,Camden,1,7gal container,39.95379,-75.11333
nectarine x 'fantasia',nectarine 'fantasia',800 Erie St,One tree Planted ,Fall,2021,Jackie Santiago,Hopewell Nursery,,Camden,1,7gal container,39.95379,-75.11333
peach x bonfire,peach 'bonfire',800 Erie St,One tree Planted ,Fall,2021,Jackie Santiago,Hopewell Nursery,,Camden,1,7gal container,39.95379,-75.11333
pear x 'shinseiki',pear 'shinseiki',800 Erie St,One tree Planted ,Fall,2021,Jackie Santiago,Hopewell Nursery,,Camden,1,7gal container,39.95379,-75.11333
persimmon 'virginiana',persimmon 'virginiana',800 Erie St,One tree Planted ,Fall,2021,Jackie Santiago,Hopewell Nursery,,Camden,1,7gal container,39.95379,-75.11333
rubus 'columbia star',raspberry 'columbia star',800 Erie St,One tree Planted ,Fall,2021,Jackie Santiago,Hopewell Nursery,,Camden,5,1gal pot,39.95379,-75.11333
plum 'italian prune',plum 'italian prune',800 Erie St,One tree Planted ,Fall,2021,Jackie Santiago,Hopewell Nursery,,Camden,1,7gal container,39.95379,-75.11333
ficus carica 'beers black',fig bush 'beers black',800 Erie St,One tree Planted ,Fall,2021,Jackie Santiago,Hopewell Nursery,,Camden,1,7gal container,39.95379,-75.11333
prunus x okame,okame cherry ,1207 Princess Ave,William Penn Foundation,Fall,2021,Kim Troy,Plant Detectives,,Camden,2,30gal container,39.93288,-75.10286
prunus x okame,okame cherry ,1163 Kenwood Ave,William Penn Foundation,Fall,2021,Michelle Adams,Plant Detectives,,Camden,1,30gal container,39.93383,-75.10296
amelanchier 'autumn brilliance',serviceberry 'autumn brilliance',1241 Princess Ave,William Penn Foundation,Fall,2021,Tanisha Wilson,Plant Detectives,,Camden,1,15gal container,39.93241,-75.10212
syringa reticulate 'ivory silk',japanese tree lilac 'ivory silk',1165 Princess Ave,William Penn Foundation,Fall,2021,Albert Duran,Plant Detectives,,Camden,1,25 gal container,39.93327,-75.10347
syringa reticulate 'ivory silk',japanese tree lilac 'ivory silk',1167 Kenwood Ave,William Penn Foundation,Fall,2021,Michelle Harris,Plant Detectives,,Camden,1,25 gal container,39.93377,-75.10286
syringa reticulate 'ivory silk',japanese tree lilac 'ivory silk',1160 Kenwood Ave,William Penn Foundation,Fall,2021,Victoria Cook,Plant Detectives,,Camden,1,25 gal container,39.93412,-75.10259
amelanchier 'autumn brilliance',serviceberry 'autumn brilliance',1139 Princess Ave,William Penn Foundation,Fall,2021,Lucy Flores,Plant Detectives,,Camden,1,15gal container,39.93364,-75.10406
acer campestre,trident maple,1400 Wildwood Ave,William Penn Foundation,,2021,Stephen Mack,Plant Detectives,,Camden,3,20gal container,39.93374,-75.10219
syringa reticulate 'ivory silk',japanese tree lilac 'ivory silk',1400 Wildwood Ave,William Penn Foundation,Fall,2021,Stephen Mack,Plant Detectives,,Camden,2,25gal container,39.93374,-75.10219
prunus x okame,okame cherry ,825 Monmouth St ,William Penn Foundation,Fall,2021,Cathy McKeevers,Plant Detectives,,Gloucester City,1,30gal container,39.89536,-75.1177
acer campestre,trident maple,808 Monmouth St,William Penn Foundation,Fall,2021,Terrey Andrews,Plant Detectives,,Gloucester City,1,20gal container,39.89517,-75.11837
acer campestre,trident maple,833 Monmoth St,William Penn Foundation,Fall,2021,Ann Peeke,Plant Detectives,,Gloucester City,1,20gal container,39.89522,-75.11746
prunus x okame,okame cherry ,847 Monmouth St,William Penn Foundation,Fall,2021,Chris Lacroce,Plant Detectives,,Gloucester City,1,30 gal container,39.89504,-75.11709
syringa reticulate 'ivory silk',japanese tree lilac 'ivory silk',12 N Brown St,William Penn Foundation,Fall,2021,Diane Seternus,Plant Detectives,,Gloucester City,1,25 gal container,39.8951,-75.11648
acer campestre,trident maple,12 N Brown St,William Penn Foundation,Fall,2021,Diane Seternus,Plant Detectives,,Gloucester City,1,25 gal container,39.8951,-75.11648
syringa reticulate 'ivory silk',japanese tree lilac 'ivory silk',10 N Brown St,William Penn Foundation,Fall,2021,Andres Gotay,Plant Detectives,,Gloucester City,1,25 gal container,39.89498,-75.1165
prunus x okame,okame cherry ,903 Monmouth St ,William Penn Foundation,Fall,2021,Joyce Calzonetti,Plant Detectives,,Gloucester City,1,30gal container,39.89471,-75.11642
prunus x okame,okame cherry ,828 Monmoth St,William Penn Foundation,Fall,2021,Martay Dougherty,Plant Detectives,,Gloucester City,1,30gal container,39.89532,-75.11848
acer campestre ,trident maple,908 Monmouth St,William Penn Foundation,Fall,2021,Evan Walsh ,Plant Detectives,,Gloucester City,1,25 gal container,39.89424,-75.11645
syringa reticulate 'ivory silk',japanese tree lilac 'ivory silk',818 Monmouth St,William Penn Foundation,Fall,2021,Sallie Underwood,Plant Detectives,,Gloucester City,1,25 gal container,39.89499,-75.118
cercis canadensis,eastern redbud,2713 Arthur Ave,William Penn Foundation,Spring ,2022,Cleoplius Robinson,Fernbrook Nursery ,,Camden,1,"2.5"" B&B",39.95389,-75.09182
Prunus x yoshino,yoshino cherry ,2720 Arthur Ave,William Penn Foundation,Spring ,2022,Michael Merril,Fernbrook Nursery ,,Camden,3,"2.5"" B&B",39.95366,-75.09128
cercis canadensis,eastern redbud,2731 Arthur Ave,William Penn Foundation,Spring ,2022,C. Mendoza,Fernbrook Nursery ,,Camden,2,"2.5"" B&B",39.95416,-75.09124
prunus x yoshino,yoshino cherry ,2731 Arthur Ave,William Penn Foundation,Spring ,2022,C. Mendoza,Fernbrook Nursery ,,Camden,1,"2.5"" B&B",39.95416,-75.09124
prunus x yoshino,yoshino cherry ,2723 Arthur Ave,William Penn Foundation,Spring ,2022,Ruth Perez,Fernbrook Nursery ,,Camden,1,"2.5"" B&B",39.95401,-75.09156
cercis canadenssi,eastern redbud,2729 Arthur Ave,William Penn Foundation,Spring ,2022,Erick Costaneda,Fernbrook Nursery ,,Camden,1,"2.5"" B&B",39.9541,-75.09136
cercis canadensis,eastern redbud,2714 Arthur Ave,William Penn Foundation,Spring ,2022,Arthur Deaver,Fernbrook Nursery ,,Camden,1,"2.5"" B&B",39.95357,-75.09148
carpinus carolinana,american hornbeam,300-400 Broadway,William Penn Foundation,Spring ,2022,Camden County,Plant Detectives,,Camden,4,"2.5"" B&B",39.94729,-75.11798
cornus florida 'cherokee princess',native flowering dogwood,300-400 Broadway,William Penn Foundation,Spring ,2022,Camden County,Plant Detectives,,Camden,3,"2.5"" B&B",39.94729,-75.11798
cercis canadensis,eastern redbud,566 Benson St,William Penn Foundation,Spring ,2022,George Feeney,Plant Detectives,1.0,Camden,1,"2.5"" B&B",39.94061,-75.11862
acer buergeranium,trident maple,568 Benson St,William Penn Foundation,Spring ,2022,George Feeney,Plant Detectives,1.0,Camden,1,"2"" B&B",39.9406,-75.11856
acer buergeranium,trident maple,580 Benson St,William Penn Foundation,Spring ,2022,Daryl White,Plant Detectives,1.0,Camden,1,"2"" B&B",39.9406,-75.11808
cercis canadensis,eastern redbud,553-599 Benson St,William Penn Foundation,Spring ,2022,Cooper Hospital,Plant Detectives,2.0,Camden,2,"2.5"" B&Bs",39.94062,-75.11901
cornus flordia 'cherokee princess',native flowering dogwood,628 Benson St,William Penn Foundation,Spring ,2022,Cooper Hospital,Plant Detectives,1.0,Camden,1,"2.5"" B&B",39.94058,-75.11632
acer buergeranium,trident maple,Cooper Plaza road,William Penn Foundation,Spring ,2022,Cooper Hospital,Plant Detectives,1.0,Camden,1,"2"" B&B",,
quercus coccinea,scarlet oak,Cooper Poynt Park,William Penn Foundation,Spring ,2022,City of Camden,Plant Detectives,4.0,Camden,4,"2.5"" B&B",,
nyssa sylvatica 'wildfire',blackgum,Cooper Poynt Park,William Penn Foundation,Spring ,2022,City of Camden,Plant Detectives,2.0,Camden,2,"2.5"" B&B",,
cladrasis lutea,american yellowood,Cooper Poynt Park,William Penn Foundation,Spring ,2022,City of Camden,Plant Detectives,4.0,Camden,4,"2"" B&B",,
prunus x yoshino,yoshino cherry ,Point & Linden Streets,William Penn Foundation,Spring ,2022,Camden Community Partnership,Plant Detectives,1.0,Camden,1,15gal container,,
amelanchier,serviceberry,10-90 Linden St,William Penn Foundation,Spring ,2022,Camden Community Partnership,Plant Detectives,4.0,Camden,4,"1.5"" B&B",39.9471,-75.1111
malus x hup cardinal,crabapple,10-90 Linden St,William Penn Foundation,Spring ,2022,Camden Community Partnership,Plant Detectives,2.0,Camden,2,30gal container,39.9471,-75.1111
prunus x okame,okame cherry ,327 Point St,William Penn Foundation,Spring ,2022,QC Parkview,Plant Detectives,1.0,Camden,1,30gal container,39.94976,-75.1265
prunus x okame,okame cherry ,321 Point St,William Penn Foundation,Spring ,2022,Monserrate Cestillo,Plant Detectives,1.0,Camden,1,30gal container,39.94964,-75.12653
prunus x okame,okame cherry ,319 Point St,William Penn Foundation,Spring ,2022,Donna Smith,Plant Detectives,1.0,Camden,1,30gal container,39.94959,-75.12655
prunus x okame,okame cherry ,317 Point St,William Penn Foundation,Spring ,2022,Luis Declet,Plant Detectives,1.0,Camden,1,30gal container,39.94955,-75.12656
prunus x sno goose,sno goose cherry,315 Point St,William Penn Foundation,Spring ,2022,Rahesh Patel,Plant Detectives,1.0,Camden,1,20gal container,39.94952,-75.12657
prunus x sno goose,sno goose cherry,311 Point St,William Penn Foundation,Spring ,2022,Melvin Ray,Plant Detectives,1.0,Camden,1,20gal container,39.94944,-75.12659
prunus x yoshino,yoshino cherry ,102 Linden St,William Penn Foundation,Spring ,2022,Rachel White,Plant Detectives,1.0,Camden,1,15gal container,39.94974,-75.12534
prunus x sno goose,sno goose cherry,114 Linden St,William Penn Foundation,Spring ,2022,Carlos Vazquez,Plant Detectives,1.0,Camden,1,20gal container,39.94967,-75.12498
malus x hup cardinal,crabapple,118 Linden St,William Penn Foundation,Spring ,2022,Kitrina Vazquez,Plant Detectives,1.0,Camden,1,30gal container,39.94964,-75.12483
prunus x sno goose,sno goose cherry,110 Linden St,William Penn Foundation,Spring ,2022,Odir Chavez,Plant Detectives,1.0,Camden,1,20gal container,39.9497,-75.12511
prunus x sno goose,sno goose cherry,329 N Front St,William Penn Foundation,Spring ,2022,Eduardo Guzman,Plant Detectives,1.0,Camden,1,20gal container,39.94964,-75.12583
prunus x osno goose,sno goose cherry,319 N 2nd St,William Penn Foundation,Spring ,2022,William James,Plant Detectives,1.0,Camden,1,20gal container,39.94898,-75.12454
juniper virginiana ,juniper ,308 State St,One Tree Planted/MKM Foundation,Spring ,2022,Bryan Morton,Plant Detectives,,Camden,10,6/7' B&B,39.953,-75.12118
lagerstroemia 'tuscarora',crepe myrtle ,308 State St,One Tree Planted/MKM Foundation,Spring ,2022,Bryan Morton,Plant Detectives,,Camden,2,15gal container,39.953,-75.12118
lagerstroemia 'red rocket',crepe myrtle ,308 State St,One Tree Planted/MKM Foundation,Spring ,2022,Bryan Morton,Plant Detectives,,Camden,3,15gal container,39.953,-75.12118
amelanchier 'lamarkki',serviceberry,308 State St,One Tree Planted/MKM Foundation,Spring ,2022,Bryan Morton,Plant Detectives,,Camden,5,7/8' multi B&B,39.953,-75.12118
cercis canadensis,eastern redbud,308 State St,One Tree Planted/MKM Foundation,Spring ,2022,Bryan Morton,Plant Detectives,,Camden,4,"2.5"" B&B",39.953,-75.12118
malus 'red delicious',apple fruit tree,308 Stat St ,One Tree Planted/MKM Foundation,Spring ,2022,Bryan Morton,Plant Detectives,,Camden,2,15gal container,39.953,-75.12118
prunus fruiting peach belle of georgia,peach fruit tree,308 State St,One Tree Planted/MKM Foundation,Spring ,2022,Bryan Morton,Plant Detectives,,Camden,2,7gal container,39.953,-75.12118
azelea 'tradition',azelea shrub,308 State St,One Tree Planted/MKM Foundation,Spring ,2022,Bryan Morton,Plant Detectives,,Camden,2,15gal container,39.953,-75.12118
hamaelis virginiana,shrub,308 State St,One Tree Planted/MKM Foundation,Spring ,2022,Bryan Morton,Plant Detectives,,Camden,2,15gal container,39.953,-75.12118
viburnum opulus ,shrub,308 State St ,One Tree Planted/MKM Foundation,Spring ,2022,Bryan Morton,Plant Detectives,,Camden,2,10gal container,39.953,-75.12118
amelanchier 'autumn brilliance',serviceberry,2803 Idaho Rd,MKM Foundation,Spring ,2022,Barbara Costello,Plant Detectives,,Camden,1,"1.5"" B&B",39.90825,-75.10824
prunus x okame,okame cherry ,2861 Kansas Rd,MKM Foundation,Spring ,2022,Karina Garcia,Plant Detectives,2.0,Camden,2,"2.5"" B&B",39.90734,-75.10864
malus 'prariefire',crabapple,2870 Tuckahoe Rd,MKM Foundation,Spring ,2022,Leneric Trader,Plant Detectives,,Camden,1,"2.5"" B&B",39.90709,-75.10885
cornus florida 'cherokee princess',native flowering dogwood,2870 Tuckahoe Rd,MKM Foundation,Spring ,2022,Leneric Trader,Plant Detectives,,Camden,1,"2.5"" B&B",39.90709,-75.10885
amelanchier 'autumn brilliance',serviceberry,2880 Tuckahoe Rd,MKM Foundation,Spring ,2022,Reginald Gaithan,Plant Detectives,,Camden,1,"1.5"" B&B",39.90691,-75.10904
malus 'prariefire',crabapple,2869 Tuckahoe Rd,MKM Foundation,Spring ,2022,Alice McCray,Plant Detectives,,Camden,2,"2.5"" B&B",39.9073,-75.1096
cornus florida 'cherokee princess',native flowering dogwood,2869 Tuckahoe Rd,MKM Foundation,Spring ,2022,Alice McCray,Plant Detectives,,Camden,1,"2.5"" B&B",39.9073,-75.1096
cornus florida 'cherokee princess',native flowering dogwood,2863 Tuckahoe Rd,MKM Foundation,Spring ,2022,Ftr Ken,Plant Detectives,,Camden,1,"2.5"" B&B",39.90771,-75.10915
betula nigra 'city slicker',river birch,"3599 Farragut Ave, Camden, NJ 08105",TD Tree Days,Fall,2022,CCMUA,Plant Detectives,,Camden,5,15gal container,39.96539,-75.08527
nyssa sylvatica,blackgum,3599 Farragut Ave Camden NJ 08105,TD Tree Days,Fall,2022,CCMUA,Plant Detectives,,Camden,5,30gal container,39.96539,-75.08527
liriodendron tulipfera ,tulip poplar,3599 Farragut Ave,TD Tree Days,Fall,2022,CCMUA,Plant Detectives,,Camden,5,15gal container,39.96539,-75.08527
quercus bicolor,swamp white oak,3599 Farragut Ave ,TD Tree Days,Fall,2022,CCMUA,Plant Detectives,,Camden,5,30gal container,39.96539,-75.08527
chamaecyparis thyoides,atlantic white cedar,3599 Farragut Ave,TD Tree Days,Fall,2022,CCMUA,Plant Detectives,,Camden,20,15gal container,39.96539,-75.08527
cercis canadensis,eastern redbud,3599 Farragut Ave,TD Tree Days,Fall,2022,CCMUA,Plant Detectives,,Camden,1,15gal container,39.96539,-75.08527
cratageus viridis 'winter king',winter king hawthorn,3599 Farragut Ave,TD Tree Days,Fall,2022,CCMUA,Plant Detectives,,Camden,1,25gal container,39.96539,-75.08527
cornus rutcan 'stellar pink',hybrid dogwood ,500 S 4th St Camden,TD Tree Days,Fall,2022,CCMUA,Plant Detectives,1.0,Camden,1,15gal container,39.93942,-75.12334
cercis canadensis,eastern redbud,103 Linden St Camden,William Penn Foundation,Fall,2022,Mr. Tony,Plant Detectives,1.0,Camden,1,30gal container,39.95014,-75.12521
cercis canadensis,eastern redbud,115 Linden St Camden,William Penn Foundation,Fall ,2022,L Raj,Plant Detectives,1.0,Camden,1,30gal container,39.95009,-75.12484
cornus rutcan,hybrid dogwood ,119 Linden St,William Penn Foundation,Fall,2022,L Raj,Plant Detectives,1.0,Camden,1,15gal container,39.95007,-75.1247
cercis canadensis,eastern redbud,402 N 2nd St,William Penn Foundation,Fall,2022,Shellie Mason,Plant Detectives,2.0,Camden,2,30 gal container,39.9498,-75.12372
cornus rutcan,hybrid dogwood ,33 N 2nd St ,William Penn Foundation,Fall,2022,Maureen,Plant Detectives,2.0,Camden,2,15gal container,39.94501,-75.12573
cercis canadensis,eastern redbud,120 Linden,William Penn Foundation,Fall,2022,Nature,Plant Detectives,1.0,Camden,1,30 gal container,39.94963,-75.12476
amelanchier 'autumn brilliance',serviceberry,90 Linden,William Penn Foundation,Fall,2022,Camden Community Partnership,Plant Detectives,3.0,Camden,3,15gal container,39.95005,-75.12652
ulmus americana,American elm (Princeton),"576 Auburn St, Camden",William Penn Foundation,Fall,2022,Daryl White,Plant Detectives,,Camden,4,30gal container,39.9403,-75.11841
acer buergeranium,trident maple,"578 Benson St, Camden",William Penn Foundation,Fall,2022,Quinn Demenna,Plant Detectives,1.0,Camden,1,"2"" B&B",39.9406,-75.11824
carpinus betulus,european hornbeam,547 & 549 Washington St,William Penn Foundation,Fall,2022,Jim Batterman,Plant Detectives,,Camden,4,20gal container,39.94011,-75.118
syringa reticulata,japanese tree lilac 'ivory silk',547 & 549 Washington St ,William Penn Foundation,Fall,2022,Jim Batterman,Plant Detectives,,Camden,2,15 gal container,39.94011,-75.118
prunus x yeodensis,yoshino cherry ,618 Benson St ,William Penn Foundation,Fall,2022,Cooper Hospital,Plant Detectives,1.0,Camden,1,30 gal container,39.94058,-75.11684
apricot fruiting tree,apricot tree,618 Newton Ave,William Penn Foundation,Fall,2022,Sheila Roberts,Plant Detectives,,Camden,2,5gal container,39.93758,-75.11488
asian pear,fruiting pear tree,618 Newton Ave,William Penn Foundation,Fall,2022,Sheila Roberts,Plant Detectives,,Camden,2,5gal container,39.93758,-75.11488
crabapple tree,fruiting crab apple tree,618 Newton Ave,William Penn Foundation,Fall ,2022,Sheila Roberts,Plant Detectives,,Camden,1,5gal container,39.93758,-75.11488
peach tree,fruiting peach tree,618 Newton Ave,William Penn Foundation,Fall,2022,Sheila Roberts,Plant Detectives,,Camden,2,5 gal container,39.93758,-75.11488
apple 4-way combo,apple 4-way combo fruit tree,2907 Federal St,One Tree Planted ,Fall,2022,Richard Nalen,Bell Nursery,,Camden,3,10 gal container,39.94737,-75.08384
cherry 4-way combo 'fruit cocktail',cherry 'fruit cocktail',2907 Federal st,One Tree Planted,Fall,2022,Richard Nalen,Bell Nursery,,Camden,3,7gal container,39.94737,-75.08384
plum x satsuma,fruiting plum 'satsuma',2907 Federal St,One Tree Plantd ,Fall,2022,Richard Nalen,Bell Nursery,,Camden,1,25gal container,39.94737,-75.08384
apple 4-way combo,apple 4-way combo fruit tree,2613 Westfield Ave,One Tree Planted,Fall,2022,Alesha Figueroa-Falcon,Bell Nursery,,Camden,3,10 gal container,39.94652,-75.08846
peach x frost,peach x frost fruiting tree,2613 Westfield Ave,One Tree Planted,Fall,2022,Alehsa Figueroa-Falcon,Bell Nursery,,Camden,3,7gal container,39.94652,-75.08846
cherry 4-way combo 'fruit cocktail',cherry 'fruit cocktail',2613 westfield Ave,One Tree Planted,Fall,2022,Alesha Figueroa-Falcon,Bell Nursery,,Camden,3,7gal container,39.94652,-75.08846
pear 4-way combo 'asian',pear 4 way combo fruiting tree,2613 Westfield Ave,One Tree Planted,Fall,2022,Alesha Figueroa-Falcon,Bell Nursery,,Camden,3,7gal container,39.94652,-75.08846
cercis canadensis,eastern redbud,1879 S 4th St,MKM Foundation,Fall,2022,Marian Tusty,Plant Detectives,1.0,Camden,1,15gal container,39.92098,-75.12176
cercis canadensis,eastern redbud,1806 S 4th St,MKM Foundation,Fall,2022,landlord approval,Plant Detectives,1.0,Camden,1,15 gal container,39.92172,-75.12111
cercis canadensis,eastern redbud,417 Winslow St,MKM Foundation,Fall,2022,Fernando Vega,Plant Detectives,1.0,Camden,1,15gal container,39.92037,-75.12075
thuja plicata 'green giant',western redcedar 'green giant',1840 Broadway Camden,MKM Foundation,Fall,2022,Carlos Morales,Plant Detectives,,Camden,7,25gal container,39.9211,-75.11949
